ruler,config,block_id,chapter_id,side,role,term_ids,form,start,end,surface,credited,context
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero,không,903,908,không,false," sát thấy một giá trị bằng một *mật độ*. Chiều cao chính xác 1.80 mét [[không]] có xác suất, nhưng có mật độ khác 0. Trong khoảng giữa bất kỳ hai chi"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:probability,xác suất,912,920,xác suất,true," một giá trị bằng một *mật độ*. Chiều cao chính xác 1.80 mét không có [[xác suất]], nhưng có mật độ khác 0. Trong khoảng giữa bất kỳ hai chiều cao khác "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:density,mật độ,931,937,mật độ,true,"ột *mật độ*. Chiều cao chính xác 1.80 mét không có xác suất, nhưng có [[mật độ]] khác 0. Trong khoảng giữa bất kỳ hai chiều cao khác nhau nào, ta có x"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero | registry:zeros,0,943,944,0,false," Chiều cao chính xác 1.80 mét không có xác suất, nhưng có mật độ khác [[0]]. Trong khoảng giữa bất kỳ hai chiều cao khác nhau nào, ta có xác suất"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:height,chiều cao,975,984,chiều cao,false,"ông có xác suất, nhưng có mật độ khác 0. Trong khoảng giữa bất kỳ hai [[chiều cao]] khác nhau nào, ta có xác suất khác 0. Trong phần còn lại của mục này,"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:probability,xác suất,1006,1014,xác suất,true,"ộ khác 0. Trong khoảng giữa bất kỳ hai chiều cao khác nhau nào, ta có [[xác suất]] khác 0. Trong phần còn lại của mục này, chúng ta xét xác suất trong k"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:zero | registry:zeros,0,1020,1021,0,false,"g khoảng giữa bất kỳ hai chiều cao khác nhau nào, ta có xác suất khác [[0]]. Trong phần còn lại của mục này, chúng ta xét xác suất trong không gi"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,shadow,registry:entries | registry:index | registry:item | registry:objects,mục,1046,1049,mục,false,"hiều cao khác nhau nào, ta có xác suất khác 0. Trong phần còn lại của [[mục]] này, chúng ta xét xác suất trong không gian rời rạc. Đối với xác suất"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:probability,xác suất,1068,1076,xác suất,true,", ta có xác suất khác 0. Trong phần còn lại của mục này, chúng ta xét [[xác suất]] trong không gian rời rạc. Đối với xác suất trên các biến ngẫu nhiên l"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:discrete,rời rạc,1094,1101,rời rạc,true,"rong phần còn lại của mục này, chúng ta xét xác suất trong không gian [[rời rạc]]. Đối với xác suất trên các biến ngẫu nhiên liên tục, bạn có thể tham "
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:probability,xác suất,1111,1119,xác suất,true," của mục này, chúng ta xét xác suất trong không gian rời rạc. Đối với [[xác suất]] trên các biến ngẫu nhiên liên tục, bạn có thể tham khảo :numref:`sec_"
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:random variables,biến ngẫu nhiên,1129,1144,biến ngẫu nhiên,true,"g ta xét xác suất trong không gian rời rạc. Đối với xác suất trên các [[biến ngẫu nhiên]] liên tục, bạn có thể tham khảo :numref:`sec_random_variables`."
registry,S1,d2l_preliminaries_probability_b042,d2l_preliminaries,target,active,registry:continuous,liên tục,1145,1153,liên tục,true,"t trong không gian rời rạc. Đối với xác suất trên các biến ngẫu nhiên [[liên tục]], bạn có thể tham khảo :numref:`sec_random_variables`."
registry,S1,d2l_preliminaries_probability_b043,d2l_preliminaries,source,denominator,registry:multiple random variables,multiple random variables,16,41,Multiple Random Variables,true,## Dealing with [[Multiple Random Variables]]
registry,S1,d2l_preliminaries_probability_b043,d2l_preliminaries,target,shadow,registry:manipulating,xử lý,3,8,Xử lý,false,## [[Xử lý]] nhiều biến ngẫu nhiên
registry,S1,d2l_preliminaries_probability_b043,d2l_preliminaries,target,active,registry:multiple random variables,nhiều biến ngẫu nhiên,9,30,nhiều biến ngẫu nhiên,true,## Xử lý [[nhiều biến ngẫu nhiên]]
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:random variable,random variable,51,66,random variable,true,"Very often, we will want to consider more than one [[random variable]] at a time.
For instance, we may want to model the relationship betwee"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:model,model,107,112,model,true,"more than one random variable at a time.
For instance, we may want to [[model]] the relationship between diseases and symptoms. Given a disease and a"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:symptoms,symptoms,151,159,symptoms,true," instance, we may want to model the relationship between diseases and [[symptoms]]. Given a disease and a symptom, say ""flu"" and ""cough"", either may or "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:disease,disease,169,176,disease,true,"want to model the relationship between diseases and symptoms. Given a [[disease]] and a symptom, say ""flu"" and ""cough"", either may or may not occur in "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:symptom,symptom,183,190,symptom,true,"the relationship between diseases and symptoms. Given a disease and a [[symptom]], say ""flu"" and ""cough"", either may or may not occur in a patient with"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:probability,probability,266,277,probability,true,"""flu"" and ""cough"", either may or may not occur in a patient with some [[probability]]. While we hope that the probability of both would be close to zero, w"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:probability,probability,302,313,probability,true," not occur in a patient with some probability. While we hope that the [[probability]] of both would be close to zero, we may want to estimate these probabi"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:zero,zero,340,344,zero,true,"ability. While we hope that the probability of both would be close to [[zero]], we may want to estimate these probabilities and their relationships "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:estimate,estimate,361,369,estimate,true,"e that the probability of both would be close to zero, we may want to [[estimate]] these probabilities and their relationships to each other so that we "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:probabilities,probabilities,376,389,probabilities,true,"ability of both would be close to zero, we may want to estimate these [[probabilities]] and their relationships to each other so that we may apply our infere"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,source,denominator,registry:inferences,inferences,453,463,inferences,true,lities and their relationships to each other so that we may apply our [[inferences]] to effect better medical care.
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:random variable,biến ngẫu nhiên,53,68,biến ngẫu nhiên,true,"Rất thường xuyên, chúng ta sẽ muốn xét nhiều hơn một [[biến ngẫu nhiên]] cùng lúc. Chẳng hạn, chúng ta có thể muốn mô hình hóa mối quan hệ giữ"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:disease,bệnh tật,140,148,bệnh tật,true,"ùng lúc. Chẳng hạn, chúng ta có thể muốn mô hình hóa mối quan hệ giữa [[bệnh tật]] và triệu chứng. Với một bệnh và một triệu chứng, chẳng hạn ""cúm"" và """
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,collision,registry:symptom | registry:symptoms,triệu chứng,152,163,triệu chứng,false,"ng hạn, chúng ta có thể muốn mô hình hóa mối quan hệ giữa bệnh tật và [[triệu chứng]]. Với một bệnh và một triệu chứng, chẳng hạn ""cúm"" và ""ho"", trong một "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:disease,bệnh,173,177,bệnh,false,"hể muốn mô hình hóa mối quan hệ giữa bệnh tật và triệu chứng. Với một [[bệnh]] và một triệu chứng, chẳng hạn ""cúm"" và ""ho"", trong một bệnh nhân, mỗi"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,collision,registry:symptom | registry:symptoms,triệu chứng,185,196,triệu chứng,false,"ình hóa mối quan hệ giữa bệnh tật và triệu chứng. Với một bệnh và một [[triệu chứng]], chẳng hạn ""cúm"" và ""ho"", trong một bệnh nhân, mỗi thứ có thể xảy ra "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:zero,không,271,276,không,true,"ng hạn ""cúm"" và ""ho"", trong một bệnh nhân, mỗi thứ có thể xảy ra hoặc [[không]] xảy ra với một xác suất nào đó. Mặc dù chúng ta hy vọng rằng xác suất"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,collision,registry:probabilities | registry:probability,xác suất,292,300,xác suất,false," trong một bệnh nhân, mỗi thứ có thể xảy ra hoặc không xảy ra với một [[xác suất]] nào đó. Mặc dù chúng ta hy vọng rằng xác suất của cả hai sẽ gần bằng "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,collision,registry:probabilities | registry:probability,xác suất,338,346,xác suất,false,"ặc không xảy ra với một xác suất nào đó. Mặc dù chúng ta hy vọng rằng [[xác suất]] của cả hai sẽ gần bằng 0, chúng ta có thể muốn ước lượng các xác suất"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:zero,0,370,371,0,false," nào đó. Mặc dù chúng ta hy vọng rằng xác suất của cả hai sẽ gần bằng [[0]], chúng ta có thể muốn ước lượng các xác suất này và mối quan hệ giữa "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:estimate,ước lượng,394,403,ước lượng,true," hy vọng rằng xác suất của cả hai sẽ gần bằng 0, chúng ta có thể muốn [[ước lượng]] các xác suất này và mối quan hệ giữa chúng để có thể áp dụng các suy "
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,collision,registry:probabilities | registry:probability,xác suất,408,416,xác suất,false,"xác suất của cả hai sẽ gần bằng 0, chúng ta có thể muốn ước lượng các [[xác suất]] này và mối quan hệ giữa chúng để có thể áp dụng các suy luận của mình"
registry,S1,d2l_preliminaries_probability_b044,d2l_preliminaries,target,active,registry:inferences,suy luận,469,477,suy luận,true,ượng các xác suất này và mối quan hệ giữa chúng để có thể áp dụng các [[suy luận]] của mình nhằm cải thiện chăm sóc y tế.
